id,account,type,amount,atm_id
2550,816398,SERVICE_PAY,-350,10007
2551,540502,SERVICE_PAY,-350,10011
2552,353550,DEPOSIT,400,10001
2553,517927,DEPOSIT,900,10014
2554,901185,BALANCE_CHECK,2500,10015
2555,891581,BALANCE_CHECK,1500,10011
2556,952297,RETRIEVAL,-250,10000
2557,438446,BALANCE_CHECK,1500,10008
2558,394760,DEPOSIT,100,10005
2559,961635,BALANCE_CHECK,2000,10000
2560,443562,DEPOSIT,500,10005
2561,129049,DEPOSIT,900,10008
2562,948294,BALANCE_CHECK,4000,10001
2563,942111,SERVICE_PAY,-250,10010
2564,587932,SERVICE_PAY,-200,10007
2565,402189,DEPOSIT,800,10015
2566,371086,BALANCE_CHECK,1000,10001
2567,973810,RETRIEVAL,-300,10010
2568,517927,RETRIEVAL,-100,10004
2569,116647,SERVICE_PAY,-300,10003
2570,832617,RETRIEVAL,-350,10002
2571,944947,BALANCE_CHECK,1000,10008
2572,294790,DEPOSIT,500,10006
2573,956433,DEPOSIT,200,10006
2574,946596,DEPOSIT,500,10005
2575,435486,RETRIEVAL,-500,10009
2576,948294,DEPOSIT,400,10007
2577,839647,SERVICE_PAY,-200,10011
2578,692833,BALANCE_CHECK,3500,10013
2579,828086,SERVICE_PAY,-450,10006
2580,128682,DEPOSIT,700,10009
2581,942111,BALANCE_CHECK,4000,10011
2582,419101,SERVICE_PAY,-250,10000
2583,429023,BALANCE_CHECK,2000,10005
2584,395438,RETRIEVAL,-400,10001
2585,755454,RETRIEVAL,-100,10005
2586,214694,RETRIEVAL,-100,10015
2587,828086,RETRIEVAL,-500,10006
2588,754991,DEPOSIT,100,10011
2589,353550,DEPOSIT,400,10009
2590,412892,RETRIEVAL,-350,10007
2591,398896,SERVICE_PAY,-300,10005
2592,811329,DEPOSIT,700,10000
2593,944947,SERVICE_PAY,-300,10012
2594,125077,SERVICE_PAY,-200,10007
2595,678713,SERVICE_PAY,-250,10009
2596,973810,RETRIEVAL,-50,10015
2597,668826,SERVICE_PAY,-450,10013
2598,129049,SERVICE_PAY,-300,10010
2599,128682,SERVICE_PAY,-300,10007
2600,577157,BALANCE_CHECK,500,10005
2601,218323,SERVICE_PAY,-400,10004
2602,128682,RETRIEVAL,-400,10000
2603,182500,BALANCE_CHECK,2500,10001
2604,754991,DEPOSIT,800,10013
2605,734731,DEPOSIT,700,10015
2606,832307,BALANCE_CHECK,2000,10015
2607,438446,SERVICE_PAY,-400,10008
2608,958114,BALANCE_CHECK,3500,10008
2609,583825,BALANCE_CHECK,1000,10009
2610,371086,SERVICE_PAY,-500,10004
2611,415449,BALANCE_CHECK,500,10013
2612,832307,SERVICE_PAY,-50,10014
2613,368908,BALANCE_CHECK,5000,10004
2614,907589,DEPOSIT,300,10013
2615,832307,BALANCE_CHECK,4500,10010
2616,133521,SERVICE_PAY,-300,10009
2617,394760,DEPOSIT,500,10012
2618,589589,DEPOSIT,600,10003
2619,298799,BALANCE_CHECK,4000,10004
2620,942111,DEPOSIT,200,10005
2621,398896,RETRIEVAL,-400,10004
2622,628053,DEPOSIT,300,10015
2623,770212,DEPOSIT,500,10005
2624,395438,RETRIEVAL,-350,10003
2625,952297,BALANCE_CHECK,4000,10009
2626,540502,DEPOSIT,200,10012
2627,252817,DEPOSIT,500,10002
2628,956433,RETRIEVAL,-300,10011
2629,435486,SERVICE_PAY,-300,10013
2630,672050,DEPOSIT,300,10015
2631,730873,RETRIEVAL,-500,10014
2632,808797,BALANCE_CHECK,4500,10012
2633,215204,RETRIEVAL,-500,10006
2634,901185,BALANCE_CHECK,4000,10000
2635,901185,BALANCE_CHECK,1500,10012
2636,724465,BALANCE_CHECK,2000,10013
2637,226770,SERVICE_PAY,-150,10012
2638,383634,SERVICE_PAY,-500,10005
2639,128682,BALANCE_CHECK,1500,10013
2640,182500,RETRIEVAL,-450,10012
2641,855346,RETRIEVAL,-250,10009
2642,129049,DEPOSIT,600,10013
2643,811329,RETRIEVAL,-500,10000
2644,443562,RETRIEVAL,-500,10010
2645,129049,RETRIEVAL,-350,10015
2646,790232,SERVICE_PAY,-300,10013
2647,281101,RETRIEVAL,-350,10005
2648,281101,RETRIEVAL,-100,10001
2649,215204,BALANCE_CHECK,500,10009
2650,790232,RETRIEVAL,-450,10012
2651,453604,BALANCE_CHECK,5000,10003
2652,672050,RETRIEVAL,-350,10015
2653,755454,RETRIEVAL,-150,10006
2654,128682,BALANCE_CHECK,4000,10003
2655,839647,DEPOSIT,700,10012
2656,517927,RETRIEVAL,-350,10005
2657,402189,SERVICE_PAY,-450,10007
2658,682067,SERVICE_PAY,-350,10011
2659,637833,BALANCE_CHECK,3000,10007
2660,133521,BALANCE_CHECK,3500,10009
2661,214694,SERVICE_PAY,-200,10006
2662,125077,DEPOSIT,700,10013
2663,754991,SERVICE_PAY,-450,10015
2664,413828,RETRIEVAL,-400,10008
2665,394760,RETRIEVAL,-200,10003
2666,332784,SERVICE_PAY,-100,10001
2667,730873,RETRIEVAL,-450,10012
2668,368908,RETRIEVAL,-50,10003
2669,628053,RETRIEVAL,-450,10008
2670,591132,BALANCE_CHECK,4500,10011
2671,920781,BALANCE_CHECK,4000,10015
2672,839015,RETRIEVAL,-50,10001
2673,587932,BALANCE_CHECK,2000,10000
2674,596938,SERVICE_PAY,-450,10012
2675,838688,BALANCE_CHECK,3000,10000
2676,734731,BALANCE_CHECK,1500,10001
2677,668826,DEPOSIT,100,10013
2678,419101,RETRIEVAL,-50,10002
2679,959228,SERVICE_PAY,-450,10003
2680,951743,SERVICE_PAY,-450,10003
2681,556524,RETRIEVAL,-100,10014
2682,332784,SERVICE_PAY,-350,10005
2683,629384,DEPOSIT,600,10015
2684,628053,BALANCE_CHECK,4000,10010
2685,587932,BALANCE_CHECK,3500,10012
2686,453604,SERVICE_PAY,-150,10011
2687,912189,DEPOSIT,200,10003
2688,907589,RETRIEVAL,-300,10005
2689,724465,SERVICE_PAY,-100,10004
2690,708611,SERVICE_PAY,-250,10011
2691,891581,SERVICE_PAY,-100,10009
2692,226770,BALANCE_CHECK,1000,10005
2693,790232,BALANCE_CHECK,3500,10001
2694,371086,DEPOSIT,200,10015
2695,517927,SERVICE_PAY,-50,10005
2696,693293,SERVICE_PAY,-250,10015
2697,429023,DEPOSIT,400,10008
2698,383634,BALANCE_CHECK,1500,10014
2699,262204,BALANCE_CHECK,2000,10010
2700,226770,BALANCE_CHECK,2000,10006
2701,215204,BALANCE_CHECK,4500,10015
2702,274972,RETRIEVAL,-400,10011
2703,724465,SERVICE_PAY,-300,10004
2704,540502,BALANCE_CHECK,4500,10011
2705,394760,RETRIEVAL,-350,10015
2706,596938,RETRIEVAL,-300,10009
2707,262204,BALANCE_CHECK,2500,10014
2708,353550,SERVICE_PAY,-400,10009
2709,628053,SERVICE_PAY,-450,10006
2710,371086,RETRIEVAL,-250,10006
2711,770212,BALANCE_CHECK,1500,10007
2712,629384,DEPOSIT,500,10011
2713,583825,RETRIEVAL,-300,10008
2714,708611,SERVICE_PAY,-250,10001
2715,129049,DEPOSIT,100,10009
2716,958114,BALANCE_CHECK,500,10013
2717,332784,RETRIEVAL,-450,10003
2718,693293,BALANCE_CHECK,1000,10014
2719,973810,DEPOSIT,100,10011
2720,730873,DEPOSIT,500,10004
2721,734731,BALANCE_CHECK,4000,10010
2722,946596,SERVICE_PAY,-450,10007
2723,402189,RETRIEVAL,-200,10008
2724,847700,BALANCE_CHECK,4500,10015
2725,577157,SERVICE_PAY,-100,10015
2726,435486,RETRIEVAL,-200,10012
2727,284064,DEPOSIT,900,10015
2728,419101,RETRIEVAL,-450,10010
2729,682067,RETRIEVAL,-300,10010
2730,708611,BALANCE_CHECK,4500,10011
2731,294790,DEPOSIT,700,10004
2732,838688,BALANCE_CHECK,2500,10002
2733,589589,SERVICE_PAY,-400,10001
2734,811329,RETRIEVAL,-450,10008
2735,637833,DEPOSIT,1000,10002
2736,628053,SERVICE_PAY,-300,10006
2737,423064,BALANCE_CHECK,1000,10007
2738,901185,DEPOSIT,600,10012
2739,958114,RETRIEVAL,-500,10004
2740,517927,BALANCE_CHECK,2000,10008
2741,554380,BALANCE_CHECK,2000,10005
2742,429023,BALANCE_CHECK,3000,10011
2743,808797,SERVICE_PAY,-300,10011
2744,724465,DEPOSIT,200,10005
2745,298799,SERVICE_PAY,-450,10002
2746,554380,RETRIEVAL,-100,10003
2747,297512,DEPOSIT,700,10002
2748,832307,RETRIEVAL,-300,10002
2749,591132,RETRIEVAL,-250,10014
2750,540502,DEPOSIT,400,10013
2751,734731,DEPOSIT,100,10005
2752,948294,BALANCE_CHECK,5000,10013
2753,252817,DEPOSIT,600,10014
2754,678713,DEPOSIT,200,10003
2755,591132,SERVICE_PAY,-300,10009
2756,226770,DEPOSIT,900,10000
2757,901185,DEPOSIT,700,10015
2758,262204,RETRIEVAL,-300,10013
2759,958114,RETRIEVAL,-100,10008
2760,956433,SERVICE_PAY,-350,10011
2761,116647,DEPOSIT,100,10006
2762,811329,DEPOSIT,1000,10006
2763,951743,BALANCE_CHECK,1500,10005
2764,973810,BALANCE_CHECK,500,10006
2765,743517,DEPOSIT,900,10007
2766,855346,SERVICE_PAY,-350,10015
2767,668826,BALANCE_CHECK,1000,10014
2768,743517,RETRIEVAL,-450,10004
2769,920781,RETRIEVAL,-400,10004
2770,412892,BALANCE_CHECK,3000,10002
2771,395438,DEPOSIT,400,10010
2772,589589,RETRIEVAL,-100,10014
2773,956433,BALANCE_CHECK,2500,10009
2774,429023,RETRIEVAL,-450,10004
2775,298799,RETRIEVAL,-150,10006
2776,587932,DEPOSIT,700,10001
2777,554380,SERVICE_PAY,-300,10014
2778,839015,SERVICE_PAY,-100,10008
2779,838688,RETRIEVAL,-200,10009
2780,839015,BALANCE_CHECK,1000,10012
2781,368908,SERVICE_PAY,-350,10014
2782,672050,DEPOSIT,700,10008
2783,403774,BALANCE_CHECK,5000,10001
2784,125077,RETRIEVAL,-300,10013
2785,413828,RETRIEVAL,-500,10003
2786,294790,BALANCE_CHECK,4500,10015
2787,453604,BALANCE_CHECK,2000,10004
2788,637833,RETRIEVAL,-350,10010
2789,353550,BALANCE_CHECK,3000,10001
2790,948294,RETRIEVAL,-100,10007
2791,583825,RETRIEVAL,-450,10008
2792,816398,BALANCE_CHECK,500,10004
2793,628053,DEPOSIT,800,10009
2794,770212,RETRIEVAL,-350,10010
2795,743517,RETRIEVAL,-300,10012
2796,423064,BALANCE_CHECK,500,10013
2797,368908,BALANCE_CHECK,3000,10008
2798,808797,RETRIEVAL,-50,10008
2799,637833,RETRIEVAL,-300,10012
2800,724465,SERVICE_PAY,-200,10013
2801,808797,SERVICE_PAY,-400,10006
2802,453604,BALANCE_CHECK,4000,10014
2803,946596,DEPOSIT,700,10002
2804,629384,SERVICE_PAY,-250,10012
2805,891581,RETRIEVAL,-200,10008
2806,429023,BALANCE_CHECK,2000,10014
2807,398896,RETRIEVAL,-150,10010
2808,811329,SERVICE_PAY,-500,10000
2809,357229,SERVICE_PAY,-400,10015
2810,589589,SERVICE_PAY,-450,10002
2811,907589,BALANCE_CHECK,3000,10014
2812,125077,BALANCE_CHECK,1000,10002
2813,582753,DEPOSIT,300,10010
2814,802009,RETRIEVAL,-50,10003
2815,811329,BALANCE_CHECK,2000,10013
2816,946596,BALANCE_CHECK,1000,10004
2817,443562,BALANCE_CHECK,3000,10004
2818,332784,RETRIEVAL,-400,10009
2819,591132,BALANCE_CHECK,4000,10010
2820,755454,SERVICE_PAY,-350,10012
2821,371086,BALANCE_CHECK,1000,10002
2822,403774,BALANCE_CHECK,4500,10006
2823,297512,SERVICE_PAY,-150,10010
2824,182500,SERVICE_PAY,-150,10002
2825,395438,SERVICE_PAY,-300,10010
2826,301940,RETRIEVAL,-350,10013
2827,828086,SERVICE_PAY,-400,10005
2828,556524,DEPOSIT,800,10002
2829,353550,DEPOSIT,900,10000
2830,402189,BALANCE_CHECK,4500,10008
2831,214694,BALANCE_CHECK,2500,10014
2832,791402,DEPOSIT,300,10008
2833,629384,SERVICE_PAY,-250,10004
2834,832307,RETRIEVAL,-500,10014
2835,912189,BALANCE_CHECK,500,10003
2836,125077,SERVICE_PAY,-200,10013
2837,754991,BALANCE_CHECK,3000,10014
2838,907589,BALANCE_CHECK,1500,10012
2839,294790,RETRIEVAL,-400,10003
2840,395438,DEPOSIT,700,10002
2841,724465,RETRIEVAL,-500,10006
2842,944947,SERVICE_PAY,-500,10009
2843,946596,RETRIEVAL,-450,10004
2844,294790,DEPOSIT,400,10001
2845,668826,SERVICE_PAY,-350,10002
2846,395438,SERVICE_PAY,-300,10008
2847,668826,BALANCE_CHECK,3000,10013
2848,214694,BALANCE_CHECK,4500,10010
2849,301940,DEPOSIT,300,10000
2850,583825,RETRIEVAL,-350,10011
2851,125077,RETRIEVAL,-200,10003
2852,133521,DEPOSIT,900,10008
2853,672050,BALANCE_CHECK,1000,10003
2854,956433,SERVICE_PAY,-450,10013
2855,412892,RETRIEVAL,-250,10011
2856,587932,BALANCE_CHECK,5000,10004
2857,582753,BALANCE_CHECK,500,10006
2858,847700,DEPOSIT,200,10001
2859,281101,DEPOSIT,500,10001
2860,218323,BALANCE_CHECK,4000,10005
2861,226770,BALANCE_CHECK,1000,10002
2862,628053,RETRIEVAL,-350,10001
2863,412892,BALANCE_CHECK,5000,10002
2864,116647,RETRIEVAL,-300,10009
2865,958114,RETRIEVAL,-400,10008
2866,942111,SERVICE_PAY,-300,10011
2867,395438,SERVICE_PAY,-450,10013
2868,951743,SERVICE_PAY,-300,10008
2869,443562,BALANCE_CHECK,5000,10011
2870,395438,DEPOSIT,300,10001
2871,301940,DEPOSIT,900,10008
2872,589589,RETRIEVAL,-400,10006
2873,811329,SERVICE_PAY,-500,10001
2874,672050,RETRIEVAL,-400,10010
2875,743517,DEPOSIT,800,10008
2876,438446,BALANCE_CHECK,3000,10010
2877,368908,DEPOSIT,100,10011
2878,371086,BALANCE_CHECK,1000,10008
2879,948294,RETRIEVAL,-500,10011
2880,252817,DEPOSIT,400,10009
2881,419101,DEPOSIT,600,10013
2882,629384,DEPOSIT,900,10015
2883,754991,DEPOSIT,600,10001
2884,577157,BALANCE_CHECK,4000,10012
2885,438446,RETRIEVAL,-150,10009
2886,556524,DEPOSIT,600,10012
2887,944947,DEPOSIT,400,10001
2888,398896,BALANCE_CHECK,1500,10004
2889,591132,BALANCE_CHECK,2500,10006
2890,129049,DEPOSIT,900,10009
2891,435486,SERVICE_PAY,-400,10004
2892,368908,DEPOSIT,600,10000
2893,415449,DEPOSIT,1000,10006
2894,577157,RETRIEVAL,-450,10009
2895,517927,SERVICE_PAY,-300,10003
2896,628053,BALANCE_CHECK,2500,10014
2897,639253,BALANCE_CHECK,2000,10006
2898,128682,RETRIEVAL,-350,10002
2899,582753,SERVICE_PAY,-200,10007
2900,403774,SERVICE_PAY,-200,10015
2901,755454,DEPOSIT,400,10008
2902,368908,RETRIEVAL,-500,10013
2903,743517,BALANCE_CHECK,4000,10006
2904,847700,BALANCE_CHECK,4000,10010
2905,959228,SERVICE_PAY,-100,10006
2906,398896,RETRIEVAL,-500,10014
2907,394760,SERVICE_PAY,-350,10000
2908,847700,DEPOSIT,200,10011
2909,398896,SERVICE_PAY,-300,10013
2910,215204,SERVICE_PAY,-250,10004
2911,948294,DEPOSIT,400,10015
2912,839647,BALANCE_CHECK,4000,10013
2913,839015,BALANCE_CHECK,1000,10001
2914,838688,DEPOSIT,1000,10014
2915,274972,RETRIEVAL,-250,10008
2916,770212,RETRIEVAL,-300,10010
2917,755454,SERVICE_PAY,-250,10010
2918,133521,BALANCE_CHECK,4500,10005
2919,583825,DEPOSIT,200,10006
2920,423064,RETRIEVAL,-450,10010
2921,415449,DEPOSIT,200,10001
2922,226770,DEPOSIT,800,10013
2923,591132,RETRIEVAL,-450,10010
2924,398896,RETRIEVAL,-100,10001
2925,942111,BALANCE_CHECK,3500,10008
2926,215204,DEPOSIT,400,10009
2927,743517,RETRIEVAL,-500,10014
2928,252817,SERVICE_PAY,-150,10003
2929,226770,DEPOSIT,1000,10013
2930,811329,RETRIEVAL,-350,10013
2931,907589,SERVICE_PAY,-400,10008
2932,770212,DEPOSIT,500,10000
2933,589589,SERVICE_PAY,-100,10003
2934,944947,RETRIEVAL,-100,10001
2935,639253,SERVICE_PAY,-500,10009
2936,284064,RETRIEVAL,-500,10007
2937,556524,SERVICE_PAY,-350,10006
2938,294790,BALANCE_CHECK,1000,10010
2939,332784,DEPOSIT,400,10014
2940,912189,BALANCE_CHECK,1500,10007
2941,802009,SERVICE_PAY,-450,10003
2942,403774,DEPOSIT,700,10009
2943,182500,RETRIEVAL,-250,10006
2944,959228,BALANCE_CHECK,2500,10006
2945,301940,BALANCE_CHECK,500,10015
2946,419101,SERVICE_PAY,-450,10004
2947,398896,DEPOSIT,700,10012
2948,828086,SERVICE_PAY,-450,10007
2949,958114,BALANCE_CHECK,5000,10007
2950,855346,SERVICE_PAY,-300,10004
2951,808797,DEPOSIT,300,10011
2952,855346,BALANCE_CHECK,1500,10015
2953,743517,RETRIEVAL,-350,10007
2954,755454,SERVICE_PAY,-100,10015
2955,901185,RETRIEVAL,-250,10006
2956,790232,DEPOSIT,800,10011
2957,371086,SERVICE_PAY,-250,10013
2958,811329,RETRIEVAL,-50,10009
2959,961635,BALANCE_CHECK,2500,10001
2960,639253,DEPOSIT,900,10006
2961,891581,RETRIEVAL,-150,10008
2962,294790,BALANCE_CHECK,1500,10009
2963,413828,SERVICE_PAY,-200,10009
2964,395438,SERVICE_PAY,-100,10015
2965,412892,SERVICE_PAY,-150,10003
2966,637833,SERVICE_PAY,-150,10007
2967,959228,SERVICE_PAY,-200,10003
2968,832617,RETRIEVAL,-500,10007
2969,591132,DEPOSIT,1000,10009
2970,129049,BALANCE_CHECK,1000,10009
2971,961635,BALANCE_CHECK,5000,10010
2972,353550,BALANCE_CHECK,2500,10005
2973,734731,DEPOSIT,800,10007
2974,956433,DEPOSIT,500,10002
2975,839015,SERVICE_PAY,-400,10000
2976,116647,DEPOSIT,300,10001
2977,368908,BALANCE_CHECK,4500,10008
2978,215204,SERVICE_PAY,-450,10011
2979,901185,DEPOSIT,200,10010
2980,839015,DEPOSIT,100,10013
2981,952297,DEPOSIT,300,10004
2982,443562,DEPOSIT,200,10005
2983,556524,BALANCE_CHECK,5000,10002
2984,907589,RETRIEVAL,-300,10007
2985,951743,DEPOSIT,300,10004
2986,901185,DEPOSIT,800,10000
2987,517927,DEPOSIT,400,10011
2988,668826,RETRIEVAL,-300,10011
2989,214694,DEPOSIT,200,10002
2990,961635,SERVICE_PAY,-450,10004
2991,672050,DEPOSIT,900,10000
2992,402189,RETRIEVAL,-150,10000
2993,214694,RETRIEVAL,-250,10015
2994,948294,RETRIEVAL,-400,10007
2995,946596,DEPOSIT,400,10006
2996,438446,DEPOSIT,400,10006
2997,182500,DEPOSIT,700,10008
2998,226770,SERVICE_PAY,-50,10009
2999,832307,DEPOSIT,600,10002
3000,403774,RETRIEVAL,-100,10004
3001,672050,RETRIEVAL,-350,10002
3002,453604,BALANCE_CHECK,1500,10011
3003,692833,SERVICE_PAY,-150,10014
3004,951743,BALANCE_CHECK,500,10001
3005,226770,SERVICE_PAY,-200,10009
3006,637833,DEPOSIT,500,10000
3007,730873,SERVICE_PAY,-500,10008
3008,582753,SERVICE_PAY,-100,10010
3009,791402,DEPOSIT,500,10000
3010,961635,DEPOSIT,100,10001
3011,368908,DEPOSIT,600,10005
3012,816398,DEPOSIT,800,10008
3013,129049,RETRIEVAL,-200,10001
3014,413828,DEPOSIT,600,10003
3015,832617,DEPOSIT,500,10012
3016,332784,RETRIEVAL,-250,10014
3017,419101,DEPOSIT,900,10013
3018,755454,BALANCE_CHECK,4000,10015
3019,252817,DEPOSIT,500,10002
3020,973810,SERVICE_PAY,-300,10006
3021,556524,SERVICE_PAY,-50,10006
3022,951743,RETRIEVAL,-250,10014
3023,297512,SERVICE_PAY,-200,10005
3024,839015,DEPOSIT,700,10011
3025,577157,SERVICE_PAY,-400,10008
3026,332784,DEPOSIT,500,10011
3027,724465,BALANCE_CHECK,3500,10013
3028,587932,RETRIEVAL,-50,10006
3029,133521,RETRIEVAL,-100,10014
3030,284064,BALANCE_CHECK,2000,10001
3031,682067,SERVICE_PAY,-100,10006
3032,357229,DEPOSIT,500,10012
3033,832307,RETRIEVAL,-250,10011
3034,678713,SERVICE_PAY,-400,10008
3035,629384,BALANCE_CHECK,4500,10001
3036,628053,SERVICE_PAY,-350,10012
3037,116647,BALANCE_CHECK,500,10004
3038,128682,DEPOSIT,400,10004
3039,435486,BALANCE_CHECK,2500,10004
3040,453604,BALANCE_CHECK,3000,10003
3041,790232,RETRIEVAL,-450,10001
3042,956433,SERVICE_PAY,-400,10014
3043,682067,DEPOSIT,600,10008
3044,353550,BALANCE_CHECK,1500,10008
3045,214694,DEPOSIT,800,10015
3046,948294,RETRIEVAL,-300,10004
3047,951743,RETRIEVAL,-50,10001
3048,891581,SERVICE_PAY,-50,10013
3049,946596,DEPOSIT,200,10001
3050,116647,RETRIEVAL,-350,10008
3051,692833,DEPOSIT,800,10011
3052,839647,BALANCE_CHECK,2500,10001
3053,443562,DEPOSIT,600,10011
3054,942111,BALANCE_CHECK,4500,10003
3055,297512,DEPOSIT,900,10003
3056,297512,BALANCE_CHECK,1000,10009
3057,582753,DEPOSIT,700,10003
3058,429023,DEPOSIT,400,10002
3059,724465,SERVICE_PAY,-300,10010
3060,802009,SERVICE_PAY,-50,10007
3061,948294,DEPOSIT,200,10009
3062,668826,DEPOSIT,200,10011
3063,301940,SERVICE_PAY,-450,10007
3064,583825,RETRIEVAL,-100,10013
3065,948294,RETRIEVAL,-50,10005
3066,301940,SERVICE_PAY,-350,10003
3067,948294,RETRIEVAL,-350,10013
3068,668826,SERVICE_PAY,-150,10005
3069,128682,RETRIEVAL,-450,10012
3070,730873,DEPOSIT,600,10005
3071,708611,BALANCE_CHECK,2000,10014
3072,332784,DEPOSIT,600,10006
3073,730873,SERVICE_PAY,-150,10015
3074,755454,RETRIEVAL,-500,10013
3075,942111,SERVICE_PAY,-350,10003
3076,301940,SERVICE_PAY,-50,10006
3077,395438,SERVICE_PAY,-450,10007
3078,808797,RETRIEVAL,-50,10000
3079,412892,SERVICE_PAY,-400,10014
3080,298799,BALANCE_CHECK,2500,10013
3081,791402,BALANCE_CHECK,1500,10014
3082,951743,SERVICE_PAY,-500,10001
3083,730873,SERVICE_PAY,-150,10007
3084,920781,BALANCE_CHECK,1500,10010
3085,946596,RETRIEVAL,-50,10015
3086,891581,SERVICE_PAY,-300,10014
3087,944947,RETRIEVAL,-100,10011
3088,802009,BALANCE_CHECK,1000,10011
3089,944947,BALANCE_CHECK,4000,10005
3090,637833,SERVICE_PAY,-200,10003
3091,371086,SERVICE_PAY,-350,10002
3092,958114,SERVICE_PAY,-100,10003
3093,353550,SERVICE_PAY,-300,10004
3094,301940,DEPOSIT,200,10014
3095,419101,RETRIEVAL,-100,10014
3096,591132,SERVICE_PAY,-100,10003
3097,435486,DEPOSIT,1000,10012
3098,637833,DEPOSIT,300,10003
3099,125077,RETRIEVAL,-300,10007
3100,394760,SERVICE_PAY,-100,10007
3101,128682,SERVICE_PAY,-50,10012
3102,944947,DEPOSIT,1000,10004
3103,724465,BALANCE_CHECK,3500,10008
3104,281101,SERVICE_PAY,-350,10003
3105,808797,RETRIEVAL,-350,10000
3106,298799,BALANCE_CHECK,3500,10001
3107,770212,DEPOSIT,900,10012
3108,596938,BALANCE_CHECK,4000,10007
3109,755454,SERVICE_PAY,-250,10012
3110,517927,SERVICE_PAY,-350,10005
3111,182500,RETRIEVAL,-450,10004
3112,353550,DEPOSIT,700,10002
3113,582753,BALANCE_CHECK,1000,10002
3114,828086,BALANCE_CHECK,1000,10006
3115,301940,BALANCE_CHECK,2000,10004
3116,668826,RETRIEVAL,-500,10015
3117,816398,RETRIEVAL,-100,10000
3118,582753,RETRIEVAL,-250,10005
3119,540502,SERVICE_PAY,-150,10007
3120,128682,SERVICE_PAY,-300,10006
3121,901185,SERVICE_PAY,-350,10005
3122,948294,BALANCE_CHECK,1000,10011
3123,944947,BALANCE_CHECK,5000,10013
3124,948294,SERVICE_PAY,-200,10007
3125,429023,BALANCE_CHECK,5000,10014
3126,961635,RETRIEVAL,-100,10004
3127,182500,BALANCE_CHECK,4000,10006
3128,215204,DEPOSIT,700,10013
3129,589589,BALANCE_CHECK,5000,10001
3130,838688,DEPOSIT,1000,10013
3131,297512,RETRIEVAL,-400,10008
3132,215204,SERVICE_PAY,-450,10015
3133,298799,SERVICE_PAY,-300,10011
3134,838688,DEPOSIT,100,10012
3135,959228,DEPOSIT,1000,10007
3136,540502,RETRIEVAL,-150,10014
3137,435486,DEPOSIT,1000,10000
3138,262204,DEPOSIT,600,10005
3139,791402,RETRIEVAL,-500,10000
3140,946596,SERVICE_PAY,-300,10013
3141,802009,RETRIEVAL,-350,10015
3142,730873,DEPOSIT,600,10001
3143,353550,SERVICE_PAY,-250,10002
3144,133521,DEPOSIT,500,10014
3145,125077,DEPOSIT,300,10008
3146,297512,SERVICE_PAY,-50,10000
3147,901185,SERVICE_PAY,-100,10014
3148,951743,DEPOSIT,300,10012
3149,383634,RETRIEVAL,-400,10001
3150,828086,SERVICE_PAY,-350,10009
3151,637833,BALANCE_CHECK,3000,10003
3152,262204,RETRIEVAL,-200,10011
3153,952297,SERVICE_PAY,-400,10015
3154,423064,BALANCE_CHECK,500,10000
3155,357229,BALANCE_CHECK,3500,10005
3156,948294,BALANCE_CHECK,3500,10008
3157,129049,RETRIEVAL,-300,10007
3158,639253,DEPOSIT,700,10009
3159,973810,DEPOSIT,300,10003
3160,730873,BALANCE_CHECK,1000,10002
3161,298799,DEPOSIT,100,10000
3162,901185,BALANCE_CHECK,2000,10009
3163,398896,SERVICE_PAY,-150,10004
3164,226770,SERVICE_PAY,-50,10013
3165,951743,BALANCE_CHECK,500,10014
3166,639253,DEPOSIT,300,10006
3167,398896,RETRIEVAL,-150,10012
3168,423064,RETRIEVAL,-250,10010
3169,577157,DEPOSIT,700,10008
3170,577157,RETRIEVAL,-50,10011
3171,920781,RETRIEVAL,-300,10009
3172,944947,DEPOSIT,500,10003
3173,790232,RETRIEVAL,-200,10010
3174,828086,SERVICE_PAY,-50,10000
3175,394760,RETRIEVAL,-100,10002
3176,628053,BALANCE_CHECK,3000,10002
3177,583825,DEPOSIT,500,10001
3178,262204,RETRIEVAL,-50,10009
3179,901185,RETRIEVAL,-450,10000
3180,838688,DEPOSIT,1000,10014
3181,944947,BALANCE_CHECK,1000,10002
3182,956433,DEPOSIT,500,10001
3183,920781,DEPOSIT,400,10003
3184,298799,DEPOSIT,700,10014
3185,226770,BALANCE_CHECK,1500,10009
3186,901185,DEPOSIT,400,10010
3187,443562,DEPOSIT,1000,10011
3188,946596,DEPOSIT,300,10007
3189,129049,DEPOSIT,400,10008
3190,913099,BALANCE_CHECK,5000,10006
3191,556524,SERVICE_PAY,-200,10004
3192,901185,BALANCE_CHECK,3500,10002
3193,790232,DEPOSIT,500,10012
3194,214694,BALANCE_CHECK,2500,10006
3195,855346,RETRIEVAL,-300,10002
3196,755454,DEPOSIT,100,10010
3197,589589,SERVICE_PAY,-150,10015
3198,412892,RETRIEVAL,-200,10003
3199,395438,RETRIEVAL,-350,10012
3200,357229,SERVICE_PAY,-200,10006
3201,891581,BALANCE_CHECK,3000,10005
3202,353550,SERVICE_PAY,-250,10013
3203,413828,SERVICE_PAY,-350,10013
3204,284064,BALANCE_CHECK,3000,10013
3205,435486,RETRIEVAL,-450,10008
3206,413828,RETRIEVAL,-450,10015
3207,583825,RETRIEVAL,-350,10012
